id,user_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
0,6,0.7454175923347515,1.1330394479521717,0.8748767270333812,0.2606516290942801,-0.09700799298990966,-0.28203254027276925,1
1,6,0.8401232069211729,1.4742517792406449,-1.0993429170481905,0.43368341012384226,-0.14159184507095454,1.1040460553011129,1
2,3,0.07480333147437268,1.9389073938175079,-0.16194162360791914,1.3207745266203914,-0.30822138992503706,0.7228523799373101,1
3,7,1.3449715084726084,0.9304866605813564,-1.7654695539820346,-0.31977484214893953,0.007125631436299463,0.12447158073792924,1
4,5,-0.48191702286144655,0.5898740803424827,-0.6333760290891712,0.7694586203177267,-0.15354204639492458,-0.7182097119655079,1
5,8,-1.2262289682105751,1.3882936806556252,0.13022097921572884,1.8779848143298934,-0.3722658578787606,0.1437603112168865,1
6,3,0.8265321804098722,1.0150882976258224,0.7848782203299636,0.11789953548442296,-0.06811183703982646,1.1658670873076948,1
7,7,-1.281911701632447,-1.1239065889379112,-0.07633908407864096,0.13664510026948815,0.03197403089126717,-1.3004398566000828,0
8,2,-1.890344716974536,-1.1962005708796912,0.6253554293826843,0.5285909904467352,-0.02826390798372321,-1.299395463382525,0
9,5,1.4139932893777654,-0.8388366648231436,-1.1169031271121468,-1.6250354394686861,0.3046480740277679,0.28573840500981634,0
10,6,-1.139568927187853,1.7500680318040138,-1.5921950257634931,2.0714621720654876,-0.42116522537946594,-0.5219276171421398,1
11,3,0.5891341443382396,1.2524670181405129,-1.2857440798512163,0.4592090565267085,-0.1350483230551752,-0.6607167498395822,1
12,6,-1.616345043712793,1.5399683765303671,0.06693232845293022,2.269754705693334,-0.44327403486892797,0.12354098942141,1
13,6,-2.600967405678567,0.3569332715462957,-0.6747340208223142,2.1478941961608755,-0.36642050428414547,-0.2077642602297644,1
14,7,-0.9254119638491176,-0.9640207414197968,-2.1061972119965278,-0.00964657613487972,0.048049499812368404,-1.047780809725233,0
15,3,-1.3716989678900213,-1.1270495929315483,1.0056501624766825,0.19982291966500118,0.021853947161199785,0.24389236053274524,0
